sample_id,relative_path,topology_id,scenario_attempt,split,solver_backend,solver_runtime_s,objective,dc_opf_runtime_s,dc_opf_objective,dc_opf_converged,renewable_source
000000068,samples/000000068.npz,line_5_out,8,test,powermodels-ipopt,1.6828614999976708,743479.0211777833,0.1778201999986777,727675.5251872661,True,synthetic-diurnal
000000069,samples/000000069.npz,line_5_out,9,test,powermodels-ipopt,1.4338239999997313,650142.5978677187,0.2021746999998868,636370.5741595835,True,synthetic-diurnal
000000070,samples/000000070.npz,line_5_out,10,test,powermodels-ipopt,1.6259430999998585,687944.9782740443,0.16339349999907427,672833.0457481341,True,synthetic-diurnal
000000071,samples/000000071.npz,line_5_out,11,test,powermodels-ipopt,1.3459353999969608,574507.5929634117,0.19702370000231895,562311.5285227431,True,synthetic-diurnal
000000072,samples/000000072.npz,line_8_out,0,train,powermodels-ipopt,1.24188470000081,759798.120802338,0.19206670000130543,744952.5172306673,True,synthetic-diurnal
000000073,samples/000000073.npz,line_8_out,1,train,powermodels-ipopt,1.699257000000216,770912.0646608227,0.15276340000127675,754029.6274442615,True,synthetic-diurnal
000000074,samples/000000074.npz,line_8_out,2,train,powermodels-ipopt,1.392823899997893,765942.1752772679,0.14002350000009756,749790.2518761129,True,synthetic-diurnal
000000075,samples/000000075.npz,line_8_out,3,train,powermodels-ipopt,1.4272162999986904,762869.5090703067,0.1503441999993811,743970.6680411388,True,synthetic-diurnal
000000076,samples/000000076.npz,line_8_out,4,train,powermodels-ipopt,1.4886574000011024,730827.4472223005,0.14587260000189417,717580.2565181365,True,synthetic-diurnal
000000077,samples/000000077.npz,line_8_out,5,train,powermodels-ipopt,1.196228799999517,750573.1838499572,0.149765699999989,737128.1936709612,True,synthetic-diurnal
000000078,samples/000000078.npz,line_8_out,6,train,powermodels-ipopt,1.4194676999977673,742762.5588993868,0.14480720000210567,729450.9888108765,True,synthetic-diurnal
000000079,samples/000000079.npz,line_8_out,7,train,powermodels-ipopt,1.58704840000064,626448.5076728665,0.17354060000070604,614317.8582542165,True,synthetic-diurnal
000000080,samples/000000080.npz,line_8_out,8,train,powermodels-ipopt,1.4235024999979942,712469.2949313817,0.22303200000169454,697663.6987247453,True,synthetic-diurnal
000000081,samples/000000081.npz,line_8_out,9,train,powermodels-ipopt,1.4082428000001528,727992.7276781378,0.14200349999737227,712461.4071120562,True,synthetic-diurnal
000000082,samples/000000082.npz,line_8_out,10,train,powermodels-ipopt,1.6713889999991807,745657.0725543998,0.21563189999869792,730451.6400744859,True,synthetic-diurnal
000000083,samples/000000083.npz,line_8_out,11,train,powermodels-ipopt,1.3628897999988112,603449.0421760695,0.22249849999934668,589852.4466709754,True,synthetic-diurnal
000000084,samples/000000084.npz,line_12_out,0,train,powermodels-ipopt,1.5814164000003075,715992.9474747656,0.3991648000010173,702203.4233551454,True,synthetic-diurnal
000000085,samples/000000085.npz,line_12_out,1,train,powermodels-ipopt,1.5454228999988118,629124.7420702884,0.20041570000103093,618531.7121282581,True,synthetic-diurnal
000000086,samples/000000086.npz,line_12_out,2,train,powermodels-ipopt,1.4733224999981758,759194.9575050457,0.16628940000009607,744397.3669006403,True,synthetic-diurnal
000000087,samples/000000087.npz,line_12_out,3,train,powermodels-ipopt,1.730242100002215,752782.8869870185,0.19361859999844455,738618.4224724629,True,synthetic-diurnal
000000088,samples/000000088.npz,line_12_out,4,train,powermodels-ipopt,1.2919048000003386,689168.0629753621,0.1790054000011878,676436.4043866808,True,synthetic-diurnal
000000089,samples/000000089.npz,line_12_out,5,train,powermodels-ipopt,1.4562100999974064,693867.8232223343,0.20469020000018645,681406.407679012,True,synthetic-diurnal
000000090,samples/000000090.npz,line_12_out,6,train,powermodels-ipopt,1.5953069000024698,680004.9841614455,0.16598159999921336,666958.3107631451,True,synthetic-diurnal
000000091,samples/000000091.npz,line_12_out,7,train,powermodels-ipopt,1.2745400999992853,663889.2023599594,0.18022879999989527,651929.9627082939,True,synthetic-diurnal
000000092,samples/000000092.npz,line_12_out,8,train,powermodels-ipopt,1.6420194999991509,624119.4805592842,0.17143320000104723,612600.7449999193,True,synthetic-diurnal
000000093,samples/000000093.npz,line_12_out,9,train,powermodels-ipopt,1.2988850000001548,620869.3497098414,0.19899069999883068,608947.7640591853,True,synthetic-diurnal
000000094,samples/000000094.npz,line_12_out,10,train,powermodels-ipopt,1.3188752999994904,682084.6699126475,0.19569979999869247,667262.3007742063,True,synthetic-diurnal
000000095,samples/000000095.npz,line_12_out,11,train,powermodels-ipopt,1.774365500001295,599925.1816215207,0.20601539999915985,588490.6796195448,True,synthetic-diurnal
000000096,samples/000000096.npz,line_13_out,0,test,powermodels-ipopt,1.386017199998605,745654.2324978268,0.13787719999891124,730577.7239017619,True,synthetic-diurnal
000000097,samples/000000097.npz,line_13_out,1,test,powermodels-ipopt,1.438415900000109,675896.8121588548,0.2055475999986811,662541.9587245691,True,synthetic-diurnal
000000098,samples/000000098.npz,line_13_out,2,test,powermodels-ipopt,1.8090613999993366,719938.2982340292,0.21604429999933927,705531.0326613628,True,synthetic-diurnal
000000099,samples/000000099.npz,line_13_out,3,test,powermodels-ipopt,1.3611783000014839,727576.9461131379,0.1658290000013949,712131.7673615229,True,synthetic-diurnal
000000100,samples/000000100.npz,line_13_out,4,test,powermodels-ipopt,1.892986099999689,753269.8250865468,0.17418340000222088,738394.41357506,True,synthetic-diurnal
000000101,samples/000000101.npz,line_13_out,5,test,powermodels-ipopt,1.317141100000299,719446.2193196294,0.19907290000264766,705742.6434174615,True,synthetic-diurnal
000000102,samples/000000102.npz,line_13_out,6,test,powermodels-ipopt,1.6291304000005766,721871.154870973,0.1939208999974653,706368.7720193518,True,synthetic-diurnal
000000103,samples/000000103.npz,line_13_out,7,test,powermodels-ipopt,1.8026485000009416,662052.3090242747,0.20497549999709008,649476.7900278419,True,synthetic-diurnal
000000104,samples/000000104.npz,line_13_out,8,test,powermodels-ipopt,1.4995952999997826,747617.0060063022,0.17803160000039497,731172.8017150552,True,synthetic-diurnal
000000105,samples/000000105.npz,line_13_out,9,test,powermodels-ipopt,1.4094631999978446,657112.382980802,0.20631979999961914,643675.8053002313,True,synthetic-diurnal
000000106,samples/000000106.npz,line_13_out,10,test,powermodels-ipopt,1.8276554999974906,555188.8047213267,0.21034339999823715,544351.2354886627,True,synthetic-diurnal
000000107,samples/000000107.npz,line_13_out,11,test,powermodels-ipopt,1.520323399996414,623889.4640989124,0.19950039999821456,610999.1012185706,True,synthetic-diurnal
000000108,samples/000000108.npz,line_14_out,0,train,powermodels-ipopt,1.4105248999985633,752545.0287977024,0.2494317000018782,737921.9885040347,True,synthetic-diurnal
000000109,samples/000000109.npz,line_14_out,1,train,powermodels-ipopt,1.7901839000005566,670438.7524002637,0.22313450000001467,658834.4449439287,True,synthetic-diurnal
000000110,samples/000000110.npz,line_14_out,2,train,powermodels-ipopt,1.4997011000014027,734817.5216596659,0.20251290000305744,720905.2700010253,True,synthetic-diurnal
000000111,samples/000000111.npz,line_14_out,3,train,powermodels-ipopt,1.4412247000000207,707851.5192090734,0.200959599998896,695086.905184777,True,synthetic-diurnal
000000112,samples/000000112.npz,line_14_out,4,train,powermodels-ipopt,1.6147339999988617,727450.5822867644,0.17260670000177925,713904.4301409277,True,synthetic-diurnal
000000113,samples/000000113.npz,line_14_out,5,train,powermodels-ipopt,1.611817400000291,656498.2197156108,0.24618479999844567,644759.5582568776,True,synthetic-diurnal
000000114,samples/000000114.npz,line_14_out,6,train,powermodels-ipopt,1.7169002999980876,729733.4460890172,0.17766549999942072,714873.831955181,True,synthetic-diurnal
000000115,samples/000000115.npz,line_14_out,7,train,powermodels-ipopt,1.4842683999995643,740342.6903685883,0.1767567000024428,724493.0054975924,True,synthetic-diurnal
000000116,samples/000000116.npz,line_14_out,8,train,powermodels-ipopt,1.3366849000012735,632819.7273622751,0.20565580000038608,620913.7544208778,True,synthetic-diurnal
000000117,samples/000000117.npz,line_14_out,9,train,powermodels-ipopt,1.6671110999996017,573477.9529164095,0.32104939999771887,563292.3264438733,True,synthetic-diurnal
000000118,samples/000000118.npz,line_14_out,10,train,powermodels-ipopt,1.4165126000007149,586774.1225547378,0.17318770000201766,574860.4977498609,True,synthetic-diurnal
000000119,samples/000000119.npz,line_14_out,11,train,powermodels-ipopt,1.369937100000243,582784.9197136826,0.19241189999956987,571936.202134064,True,synthetic-diurnal
000000120,samples/000000120.npz,line_15_out,0,train,powermodels-ipopt,1.7688706000008096,722877.7110577283,0.1591891999996733,709026.6856151619,True,synthetic-diurnal
000000121,samples/000000121.npz,line_15_out,1,train,powermodels-ipopt,1.1682628999988083,689232.1055468416,0.1986187999973481,676663.2370472045,True,synthetic-diurnal
000000122,samples/000000122.npz,line_15_out,2,train,powermodels-ipopt,1.5885103999971761,694460.6300116712,0.21881040000153007,680980.3793683201,True,synthetic-diurnal
000000123,samples/000000123.npz,line_15_out,3,train,powermodels-ipopt,1.424574799999391,703839.7405430911,0.21168279999983497,691192.120990677,True,synthetic-diurnal
000000124,samples/000000124.npz,line_15_out,4,train,powermodels-ipopt,1.3542563999981212,714574.4148927132,0.20860990000073798,701386.373081221,True,synthetic-diurnal
000000125,samples/000000125.npz,line_15_out,5,train,powermodels-ipopt,1.7013862000021618,657199.3553391501,0.19928030000301078,644663.3117705251,True,synthetic-diurnal
000000126,samples/000000126.npz,line_15_out,6,train,powermodels-ipopt,1.431686500000069,726829.0226348435,0.18317889999889303,713599.4956009455,True,synthetic-diurnal
000000127,samples/000000127.npz,line_15_out,7,train,powermodels-ipopt,1.3526497000020754,689581.4841051066,0.20867010000074515,677088.2795253994,True,synthetic-diurnal
000000128,samples/000000128.npz,line_15_out,8,train,powermodels-ipopt,1.6751949999998033,689823.8427033044,0.20180450000043493,675395.8758708171,True,synthetic-diurnal
000000129,samples/000000129.npz,line_15_out,9,train,powermodels-ipopt,1.3548197999989497,621018.1784489972,0.1843618000020797,608163.2135026891,True,synthetic-diurnal
000000130,samples/000000130.npz,line_15_out,10,train,powermodels-ipopt,1.438462800000707,608702.4030552427,0.19459859999915352,594827.1139927714,True,synthetic-diurnal
000000131,samples/000000131.npz,line_15_out,11,train,powermodels-ipopt,1.7711603999996441,619699.8578082521,0.19900950000010198,605698.1204846556,True,synthetic-diurnal
000000132,samples/000000132.npz,line_16_out,0,test,powermodels-ipopt,1.288045699999202,736424.3603234688,0.18074360000173328,723048.7556192082,True,synthetic-diurnal
000000133,samples/000000133.npz,line_16_out,1,test,powermodels-ipopt,1.4752296000006027,749130.3827251355,0.17154300000038347,733428.0794452787,True,synthetic-diurnal
000000134,samples/000000134.npz,line_16_out,2,test,powermodels-ipopt,1.6317583999989438,736673.8312320944,0.17679130000033183,723023.317097154,True,synthetic-diurnal
000000135,samples/000000135.npz,line_16_out,3,test,powermodels-ipopt,1.3260033000005933,673789.2443287782,0.1982596999987436,661557.1101907938,True,synthetic-diurnal
000000136,samples/000000136.npz,line_16_out,4,test,powermodels-ipopt,1.527958899998339,736597.8567344557,0.1770241000012902,722636.0249124129,True,synthetic-diurnal
000000137,samples/000000137.npz,line_16_out,5,test,powermodels-ipopt,1.2797630999993999,668920.2411578553,0.1895610999999917,657103.7122752992,True,synthetic-diurnal
000000138,samples/000000138.npz,line_16_out,6,test,powermodels-ipopt,1.381182400000398,708094.7369684102,0.19232329999795184,694648.1057695209,True,synthetic-diurnal
000000139,samples/000000139.npz,line_16_out,7,test,powermodels-ipopt,1.737364600001456,658745.3445241447,0.3216747000005853,646431.8828386543,True,synthetic-diurnal
000000140,samples/000000140.npz,line_16_out,8,test,powermodels-ipopt,1.4285030999999435,713957.1771206041,0.19144600000072387,698275.0069365916,True,synthetic-diurnal
000000141,samples/000000141.npz,line_16_out,9,test,powermodels-ipopt,1.4932133000002068,634520.9405714361,0.21117379999850527,622193.6161615705,True,synthetic-diurnal
000000142,samples/000000142.npz,line_16_out,10,test,powermodels-ipopt,1.7875156000009156,633439.037869336,0.21942670000134967,619294.7634281155,True,synthetic-diurnal
000000143,samples/000000143.npz,line_16_out,11,test,powermodels-ipopt,1.3897861000004923,650911.6035997616,0.18380270000125165,635711.6765848359,True,synthetic-diurnal
