sample_id,relative_path,topology_id,scenario_attempt,split,solver_backend,solver_runtime_s,objective,dc_opf_runtime_s,dc_opf_objective,dc_opf_converged,renewable_source
000000022,samples/000000022.npz,line_0_out,10,train,powermodels-ipopt,0.4469341000003624,110580.15693374386,0.14130479999948875,106935.92608942377,True,synthetic-diurnal
000000023,samples/000000023.npz,line_0_out,11,train,powermodels-ipopt,0.5847279000008712,79520.53044843816,0.1359593000015593,77352.463839119,True,synthetic-diurnal
000000024,samples/000000024.npz,line_1_out,0,train,powermodels-ipopt,0.5697927000001073,112772.95863323074,0.14689240000006976,108992.65972593268,True,synthetic-diurnal
000000025,samples/000000025.npz,line_1_out,1,train,powermodels-ipopt,0.47205509999912465,128372.60170682697,0.1452372000021569,124442.05093333815,True,synthetic-diurnal
000000026,samples/000000026.npz,line_1_out,2,train,powermodels-ipopt,0.4831454000013764,128588.04634571815,0.1952290000008361,124895.18995271486,True,synthetic-diurnal
000000027,samples/000000027.npz,line_1_out,3,train,powermodels-ipopt,0.41635650000171154,140399.7058823882,0.11285700000007637,136625.58809202822,True,synthetic-diurnal
000000028,samples/000000028.npz,line_1_out,4,train,powermodels-ipopt,0.5302287999984401,102739.66407965339,0.1650974000003771,99739.67748761032,True,synthetic-diurnal
000000029,samples/000000029.npz,line_1_out,5,train,powermodels-ipopt,0.5204469999989669,116717.08984680445,0.15003670000078273,113138.56775241136,True,synthetic-diurnal
000000030,samples/000000030.npz,line_1_out,6,train,powermodels-ipopt,0.5403184999995574,138647.07370649884,0.14180299999861745,134839.61715022058,True,synthetic-diurnal
000000031,samples/000000031.npz,line_1_out,7,train,powermodels-ipopt,0.5826950999980909,132750.53174646272,0.1661497999994026,128947.653034182,True,synthetic-diurnal
000000032,samples/000000032.npz,line_1_out,8,train,powermodels-ipopt,0.616566699998657,81680.59955396653,0.15100769999844488,79762.34413531653,True,synthetic-diurnal
000000033,samples/000000033.npz,line_1_out,9,train,powermodels-ipopt,0.5092981000016152,139663.59829493868,0.1451295000006212,135558.96644702775,True,synthetic-diurnal
000000034,samples/000000034.npz,line_1_out,10,train,powermodels-ipopt,0.6482538000018394,89193.90632607516,0.16402150000067195,86518.85102624174,True,synthetic-diurnal
000000035,samples/000000035.npz,line_1_out,11,train,powermodels-ipopt,0.5983539000008022,90464.31890742092,0.1731679999975313,87968.30725866696,True,synthetic-diurnal
000000036,samples/000000036.npz,line_2_out,0,val,powermodels-ipopt,0.6568440000010014,133230.38744572867,0.1814559000013105,128917.7474244417,True,synthetic-diurnal
000000037,samples/000000037.npz,line_2_out,1,val,powermodels-ipopt,0.6062974000014947,113343.86655305626,0.15561190000153147,109103.87783505264,True,synthetic-diurnal
000000038,samples/000000038.npz,line_2_out,2,val,powermodels-ipopt,0.5632511000003433,98451.75982240532,0.14524920000258135,95413.04983717752,True,synthetic-diurnal
000000039,samples/000000039.npz,line_2_out,3,val,powermodels-ipopt,0.610224100000778,144975.50184097356,0.13526920000003884,140932.37983930687,True,synthetic-diurnal
000000040,samples/000000040.npz,line_2_out,4,val,powermodels-ipopt,0.6457351999997627,102489.5879951921,0.16512490000241087,99160.10841377161,True,synthetic-diurnal
000000041,samples/000000041.npz,line_2_out,5,val,powermodels-ipopt,0.5645917000001646,125752.22551135551,0.16961299999820767,121838.37608721091,True,synthetic-diurnal
000000042,samples/000000042.npz,line_2_out,6,val,powermodels-ipopt,0.6254472000000533,145378.51401446297,0.13210439999966184,141621.71007182047,True,synthetic-diurnal
000000043,samples/000000043.npz,line_2_out,7,val,powermodels-ipopt,0.5670011000001978,150634.2276743192,0.1629298000007111,146605.12531847297,True,synthetic-diurnal
000000044,samples/000000044.npz,line_2_out,8,val,powermodels-ipopt,0.4319011000006867,95300.92397113852,0.14587530000062543,92159.56897808483,True,synthetic-diurnal
000000045,samples/000000045.npz,line_2_out,9,val,powermodels-ipopt,0.9520464000015636,103235.32302593748,0.1614155999996001,100093.26273802701,True,synthetic-diurnal
000000046,samples/000000046.npz,line_2_out,10,val,powermodels-ipopt,0.9634833000018261,84475.65998647518,0.15932800000155112,81875.31378359727,True,synthetic-diurnal
000000047,samples/000000047.npz,line_2_out,11,val,powermodels-ipopt,0.5965811999994912,89372.21562057153,0.1518446000009135,86868.68034139009,True,synthetic-diurnal
000000048,samples/000000048.npz,line_3_out,0,train,powermodels-ipopt,0.6745485999999801,131158.31588268475,0.18513359999997192,127362.54956263927,True,synthetic-diurnal
000000049,samples/000000049.npz,line_3_out,1,train,powermodels-ipopt,0.5293449000018882,148125.84201274402,0.18618050000077346,144392.51270349306,True,synthetic-diurnal
000000050,samples/000000050.npz,line_3_out,2,train,powermodels-ipopt,0.5493827999998757,129221.42294319342,0.1590208999987226,125342.61954616559,True,synthetic-diurnal
000000051,samples/000000051.npz,line_3_out,3,train,powermodels-ipopt,0.5471875999974145,127962.3557849828,0.18120970000018133,123981.19222495984,True,synthetic-diurnal
000000052,samples/000000052.npz,line_3_out,4,train,powermodels-ipopt,0.527250200000708,143893.40052103222,0.13757459999760613,140201.99735919293,True,synthetic-diurnal
000000053,samples/000000053.npz,line_3_out,5,train,powermodels-ipopt,0.5900658999998996,106607.464154347,0.1602031000002171,103336.32595616288,True,synthetic-diurnal
000000054,samples/000000054.npz,line_3_out,6,train,powermodels-ipopt,0.6380473000026541,144136.00037096394,0.15571819999968284,140009.0887415263,True,synthetic-diurnal
000000055,samples/000000055.npz,line_3_out,7,train,powermodels-ipopt,0.5434123999984877,139666.50088232767,0.1403640999997151,135939.4943799066,True,synthetic-diurnal
000000056,samples/000000056.npz,line_3_out,8,train,powermodels-ipopt,0.6018894999979238,142954.10873399023,0.13862720000179252,139064.7733925461,True,synthetic-diurnal
000000057,samples/000000057.npz,line_3_out,9,train,powermodels-ipopt,0.5776780000014696,98525.70825020071,0.1630485999994562,95256.11676101884,True,synthetic-diurnal
000000058,samples/000000058.npz,line_3_out,10,train,powermodels-ipopt,0.5072724000019662,99044.83729421368,0.16493400000035763,96117.53088948835,True,synthetic-diurnal
000000059,samples/000000059.npz,line_3_out,11,train,powermodels-ipopt,0.6031767999993463,83869.74232723191,0.18411180000111926,81670.25116150612,True,synthetic-diurnal
000000060,samples/000000060.npz,line_4_out,0,test,powermodels-ipopt,0.5676801999979944,128919.77617701884,0.17050639999797568,124970.7428346108,True,synthetic-diurnal
000000061,samples/000000061.npz,line_4_out,1,test,powermodels-ipopt,0.6235994999988179,126337.41617693494,0.1532468000004883,122358.03601459839,True,synthetic-diurnal
000000062,samples/000000062.npz,line_4_out,2,test,powermodels-ipopt,0.8752554999991844,136011.13811604062,0.30317529999956605,132192.60225317962,True,synthetic-diurnal
000000063,samples/000000063.npz,line_4_out,3,test,powermodels-ipopt,0.786055500000657,128485.78634547842,0.14364860000205226,124409.11968197308,True,synthetic-diurnal
000000064,samples/000000064.npz,line_4_out,4,test,powermodels-ipopt,0.6222885999995924,99944.22362024743,0.14576970000052825,96701.93550063638,True,synthetic-diurnal
000000065,samples/000000065.npz,line_4_out,5,test,powermodels-ipopt,0.46299459999863757,139690.41519022483,0.15567530000043917,135772.10932341265,True,synthetic-diurnal
000000066,samples/000000066.npz,line_4_out,6,test,powermodels-ipopt,0.6013645000020915,99416.19689760327,0.14274579999982961,96503.46490009605,True,synthetic-diurnal
000000067,samples/000000067.npz,line_4_out,7,test,powermodels-ipopt,0.4786734000008437,124320.07854943215,0.1463876000016171,120297.03077014413,True,synthetic-diurnal
000000068,samples/000000068.npz,line_4_out,8,test,powermodels-ipopt,0.5686223000011523,103297.14088199068,0.15671460000157822,100022.69643479725,True,synthetic-diurnal
000000069,samples/000000069.npz,line_4_out,9,test,powermodels-ipopt,0.5808101000002353,88259.54687569098,0.18189039999924717,85803.99763889938,True,synthetic-diurnal
000000070,samples/000000070.npz,line_4_out,10,test,powermodels-ipopt,0.68410799999765,114381.31473710135,0.15591020000283606,110823.44200229293,True,synthetic-diurnal
000000071,samples/000000071.npz,line_4_out,11,test,powermodels-ipopt,0.6037203000014415,100449.72239386388,0.1789362000017718,97075.34865871577,True,synthetic-diurnal
000000072,samples/000000072.npz,line_5_out,0,train,powermodels-ipopt,0.6645642000003136,134541.1403115762,0.19999509999979637,130561.14522779432,True,synthetic-diurnal
000000073,samples/000000073.npz,line_5_out,1,train,powermodels-ipopt,0.6502908000002208,134919.44285636538,0.22834030000012717,131242.48766565262,True,synthetic-diurnal
000000074,samples/000000074.npz,line_5_out,2,train,powermodels-ipopt,0.466797699999006,144194.96545170445,0.28088260000004084,140268.73787177846,True,synthetic-diurnal
000000075,samples/000000075.npz,line_5_out,3,train,powermodels-ipopt,0.45630280000114,154063.93749905162,0.11660679999840795,150199.1554800645,True,synthetic-diurnal
000000076,samples/000000076.npz,line_5_out,4,train,powermodels-ipopt,0.5098768999996537,161533.58875427814,0.14998360000026878,157774.31431311168,True,synthetic-diurnal
000000077,samples/000000077.npz,line_5_out,5,train,powermodels-ipopt,0.5004281000001356,147860.80859251856,0.12546870000005583,144061.7752522701,True,synthetic-diurnal
000000078,samples/000000078.npz,line_5_out,6,train,powermodels-ipopt,0.5940502000012202,111980.81127255654,0.16197169999941252,108705.69070528523,True,synthetic-diurnal
000000079,samples/000000079.npz,line_5_out,7,train,powermodels-ipopt,0.6066069999978936,114327.15122960432,0.1689699999988079,110705.94365714613,True,synthetic-diurnal
000000080,samples/000000080.npz,line_5_out,8,train,powermodels-ipopt,0.5376054999978805,124114.17510384221,0.14820950000284938,120257.61639511907,True,synthetic-diurnal
000000081,samples/000000081.npz,line_5_out,9,train,powermodels-ipopt,0.5351216999988537,134308.080329955,0.18375440000090748,130359.19089496396,True,synthetic-diurnal
000000082,samples/000000082.npz,line_5_out,10,train,powermodels-ipopt,0.6272262000020419,117455.58598813062,0.1311758000010741,113436.43201326186,True,synthetic-diurnal
000000083,samples/000000083.npz,line_5_out,11,train,powermodels-ipopt,0.528422799998225,127671.28582915623,0.14294510000036098,123766.0086530335,True,synthetic-diurnal
000000084,samples/000000084.npz,line_8_out,0,train,powermodels-ipopt,0.64573350000137,122211.3744544052,0.1519994999980554,118549.6813574828,True,synthetic-diurnal
000000085,samples/000000085.npz,line_8_out,1,train,powermodels-ipopt,0.6369135999993887,114424.37693136666,0.1682078999983787,110898.82448126681,True,synthetic-diurnal
000000086,samples/000000086.npz,line_8_out,2,train,powermodels-ipopt,0.5988576000017929,108237.07529088126,0.17089040000064415,104959.95545089748,True,synthetic-diurnal
000000087,samples/000000087.npz,line_8_out,3,train,powermodels-ipopt,0.5400780999989365,148446.35792821087,0.1310708999990311,144741.38802755566,True,synthetic-diurnal
000000088,samples/000000088.npz,line_8_out,4,train,powermodels-ipopt,0.5722065000009025,148835.71516509764,0.1471187999995891,145225.34817840514,True,synthetic-diurnal
000000089,samples/000000089.npz,line_8_out,5,train,powermodels-ipopt,0.49175820000164094,144181.71994829085,0.12401649999810616,140534.6544788478,True,synthetic-diurnal
000000090,samples/000000090.npz,line_8_out,6,train,powermodels-ipopt,0.6923372999990534,131087.3844608899,0.16973040000084438,127345.42240953639,True,synthetic-diurnal
000000091,samples/000000091.npz,line_8_out,7,train,powermodels-ipopt,0.6334825000012643,133626.59407783148,0.19543980000162264,129836.37414949242,True,synthetic-diurnal
000000092,samples/000000092.npz,line_8_out,8,train,powermodels-ipopt,0.6041461999993771,119769.39524169393,0.1550931000019773,116164.26452560513,True,synthetic-diurnal
000000093,samples/000000093.npz,line_8_out,9,train,powermodels-ipopt,0.5753603000011935,136466.19232762308,0.15202829999907408,132344.09597821662,True,synthetic-diurnal
000000094,samples/000000094.npz,line_8_out,10,train,powermodels-ipopt,0.5098753999991459,114015.1433969552,0.17375819999870146,110290.66454074453,True,synthetic-diurnal
000000095,samples/000000095.npz,line_8_out,11,train,powermodels-ipopt,1.1117096999987552,82839.5534591698,0.15222360000188928,80556.02814424338,True,synthetic-diurnal
000000096,samples/000000096.npz,line_9_out,0,test,powermodels-ipopt,1.0424204000009922,129212.82013949633,0.15090469999995548,125498.52997011664,True,synthetic-diurnal
000000097,samples/000000097.npz,line_9_out,1,test,powermodels-ipopt,0.5021640000013576,148648.26152892975,0.14368860000104178,144830.12798633619,True,synthetic-diurnal
000000098,samples/000000098.npz,line_9_out,2,test,powermodels-ipopt,0.5502727999992203,129670.29031381398,0.1703190000007453,125577.65445103432,True,synthetic-diurnal
000000099,samples/000000099.npz,line_9_out,3,test,powermodels-ipopt,0.3017743000018527,130160.54602639322,0.0901689999991504,126467.58202424533,True,synthetic-diurnal
000000100,samples/000000100.npz,line_9_out,4,test,powermodels-ipopt,0.3197064000014507,122095.2601317157,0.08997090000048047,118177.7787516883,True,synthetic-diurnal
000000101,samples/000000101.npz,line_9_out,5,test,powermodels-ipopt,0.30589790000158246,115798.21120513843,0.09288799999922048,112463.19776007452,True,synthetic-diurnal
000000102,samples/000000102.npz,line_9_out,6,test,powermodels-ipopt,0.48270270000284654,123146.3822662519,0.2541946999990614,119641.99300797551,True,synthetic-diurnal
000000103,samples/000000103.npz,line_9_out,7,test,powermodels-ipopt,0.3809159999982512,131479.694019089,0.14334389999930863,127307.03576008648,True,synthetic-diurnal
000000104,samples/000000104.npz,line_9_out,8,test,powermodels-ipopt,1.7310335000001942,127202.42064019328,0.17199270000128308,122975.96272949,True,synthetic-diurnal
000000105,samples/000000105.npz,line_9_out,9,test,powermodels-ipopt,0.46554459999970277,127096.85038427655,0.1916644000011729,123430.7078753539,True,synthetic-diurnal
000000106,samples/000000106.npz,line_9_out,10,test,powermodels-ipopt,0.2866327000010642,135323.89894155756,0.10280250000141677,131442.55913585008,True,synthetic-diurnal
000000107,samples/000000107.npz,line_9_out,11,test,powermodels-ipopt,0.3140255000034813,95897.81233558508,0.10930580000058399,93218.00562768623,True,synthetic-diurnal
000000108,samples/000000108.npz,line_10_out,0,train,powermodels-ipopt,0.4599289999969187,145934.31558977166,0.12749240000266582,142284.4080834235,True,synthetic-diurnal
000000109,samples/000000109.npz,line_10_out,1,train,powermodels-ipopt,0.5061456000003091,131791.35309674265,0.15353010000035283,128199.22216310869,True,synthetic-diurnal
000000110,samples/000000110.npz,line_10_out,2,train,powermodels-ipopt,0.6117933000023186,120921.49985653597,0.15710039999976289,117359.80027490089,True,synthetic-diurnal
000000111,samples/000000111.npz,line_10_out,3,train,powermodels-ipopt,0.5878437000028498,120629.0891287681,0.14995140000246465,116893.52630743387,True,synthetic-diurnal
000000112,samples/000000112.npz,line_10_out,4,train,powermodels-ipopt,0.8940827000005811,114651.86987366914,0.1640910000023723,110889.38499182966,True,synthetic-diurnal
000000113,samples/000000113.npz,line_10_out,5,train,powermodels-ipopt,0.8631023999987519,134315.53771463825,0.1834943000030762,130508.19374647216,True,synthetic-diurnal
000000114,samples/000000114.npz,line_10_out,6,train,powermodels-ipopt,0.5756972000017413,124595.3658397356,0.15765430000101333,120977.16230305051,True,synthetic-diurnal
000000115,samples/000000115.npz,line_10_out,7,train,powermodels-ipopt,0.5650262000017392,149403.5859636846,0.15929800000230898,145637.15028670983,True,synthetic-diurnal
000000116,samples/000000116.npz,line_10_out,8,train,powermodels-ipopt,0.563412999999855,104655.61717531433,0.1669447999993281,101685.06834597094,True,synthetic-diurnal
000000117,samples/000000117.npz,line_10_out,9,train,powermodels-ipopt,0.5673634000013408,95676.15885207678,0.16855180000129621,92788.29620389658,True,synthetic-diurnal
000000118,samples/000000118.npz,line_10_out,10,train,powermodels-ipopt,0.5794801999982155,108906.63938962236,0.15310669999962556,105476.67187507171,True,synthetic-diurnal
000000119,samples/000000119.npz,line_10_out,11,train,powermodels-ipopt,0.6235134999988077,92386.31866630055,0.1600311000001966,89626.70021058345,True,synthetic-diurnal
000000120,samples/000000120.npz,line_11_out,0,train,powermodels-ipopt,0.5689789999996719,123747.5623695377,0.14646129999891855,120004.71926974418,True,synthetic-diurnal
000000121,samples/000000121.npz,line_11_out,1,train,powermodels-ipopt,0.5566890000009153,151773.18303597806,0.147589500000322,148000.90279219308,True,synthetic-diurnal
000000122,samples/000000122.npz,line_11_out,2,train,powermodels-ipopt,0.6746539999985544,103330.26895543358,0.16396520000125747,100261.5707488468,True,synthetic-diurnal
000000123,samples/000000123.npz,line_11_out,3,train,powermodels-ipopt,0.49708759999703034,132084.10167489864,0.19517780000023777,128286.38045402223,True,synthetic-diurnal
000000124,samples/000000124.npz,line_11_out,4,train,powermodels-ipopt,0.6107869999977993,147673.05133962247,0.1444480999998632,143515.42985463346,True,synthetic-diurnal
000000125,samples/000000125.npz,line_11_out,5,train,powermodels-ipopt,1.212620500002231,121649.77812932254,0.14095089999682386,118105.49132484473,True,synthetic-diurnal
000000126,samples/000000126.npz,line_11_out,6,train,powermodels-ipopt,0.49117289999776403,138052.4684583678,0.13740730000063195,133949.32264048667,True,synthetic-diurnal
000000127,samples/000000127.npz,line_11_out,7,train,powermodels-ipopt,0.503734699999768,114897.4569298362,0.1496657999996387,111228.73528209605,True,synthetic-diurnal
000000128,samples/000000128.npz,line_11_out,8,train,powermodels-ipopt,0.5859569999993255,102083.0690991582,0.15097210000021732,98660.96801640833,True,synthetic-diurnal
000000129,samples/000000129.npz,line_11_out,9,train,powermodels-ipopt,0.5308045999991009,108079.67354687727,0.16461829999752808,104973.98916674263,True,synthetic-diurnal
000000130,samples/000000130.npz,line_11_out,10,train,powermodels-ipopt,0.5703805000011926,101097.50956169116,0.13889279999784776,98015.13348278153,True,synthetic-diurnal
000000131,samples/000000131.npz,line_11_out,11,train,powermodels-ipopt,0.5937335999988136,111870.58959150015,0.16025729999819305,108612.34613717842,True,synthetic-diurnal
000000132,samples/000000132.npz,line_12_out,0,test,powermodels-ipopt,0.5660935000014433,129563.90306211385,0.1636398000009649,125717.63645700921,True,synthetic-diurnal
000000133,samples/000000133.npz,line_12_out,1,test,powermodels-ipopt,0.5181979999979376,135799.67595093252,0.18022729999938747,131732.60907285995,True,synthetic-diurnal
000000134,samples/000000134.npz,line_12_out,2,test,powermodels-ipopt,0.5675082999987353,125081.43671556398,0.1561946000001626,121187.5486253608,True,synthetic-diurnal
000000135,samples/000000135.npz,line_12_out,3,test,powermodels-ipopt,0.47325609999825247,145644.39390718742,0.14209070000288193,141955.21611606228,True,synthetic-diurnal
000000136,samples/000000136.npz,line_12_out,4,test,powermodels-ipopt,0.5169177999996464,148050.48835512725,0.13211450000017066,144485.81372013004,True,synthetic-diurnal
000000137,samples/000000137.npz,line_12_out,5,test,powermodels-ipopt,0.5268838999982108,134973.95489939002,0.161050200000318,131088.62158998748,True,synthetic-diurnal
000000138,samples/000000138.npz,line_12_out,6,test,powermodels-ipopt,0.455105499997444,151793.14790126123,0.12802920000103768,148071.52110862514,True,synthetic-diurnal
000000139,samples/000000139.npz,line_12_out,7,test,powermodels-ipopt,0.521454800000356,126070.00878848873,0.16719169999851147,122310.91672401353,True,synthetic-diurnal
000000140,samples/000000140.npz,line_12_out,8,test,powermodels-ipopt,0.49251360000198474,128759.25875913404,0.14980429999923217,124985.33990941034,True,synthetic-diurnal
000000141,samples/000000141.npz,line_12_out,9,test,powermodels-ipopt,0.6227644999999029,124548.20605368142,0.17701550000128918,120700.14443973836,True,synthetic-diurnal
000000142,samples/000000142.npz,line_12_out,10,test,powermodels-ipopt,0.5397377999979653,77152.48713168006,0.15885250000064843,75345.22099893383,True,synthetic-diurnal
000000143,samples/000000143.npz,line_12_out,11,test,powermodels-ipopt,0.4851063999994949,103482.09788076428,0.1881887999988976,100433.4205367008,True,synthetic-diurnal
